station,valid,in_high,in_low,in_rh_min,in_rh,in_rh_max,in_solar_mj,in_precip,in_speed,in_gust,in_et,out_lwmv_1,out_lwmv_2,out_lwmdry_1_tot,out_lwmcon_1_tot,out_lwmwet_1_tot,out_lwmdry_2_tot,out_lwmcon_2_tot,out_lwmwet_2_tot,out_bpres_avg,ID,Station Name,Latitude1,Longitude1,Elevation [m],Archive Begins,Archive Ends,IEM Network,Attributes
BNKI4,738439,70106.0,52.2499999999999,46.97,79.3591666221619,99.6,17.088973,0.01,3.6685815,11.8222275,0.0848818937007874,1225.0,276.8,0.0,0.0,1440.0,701.8,626.5,111.8,582.4,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,739280,52556.0,27.2354,36.74,62.2120836575826,90.6,10.8,0.0,2.9594717,13.7527075,0.0618110236220473,273.2,274.9,1287.0,153.3,0.0,708.8,731.3,0.0,612.9,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
BNKI4,739106,75722.0,56732.0,56.79,89.7733327547709,99.8,8.4,0.0,0.9439887,6.299223,0.073779531496063,1192.0,283.7,0.0,0.0,1440.0,0.0,637.0,803.0,540.5,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
BNKI4,737494,49.1179999999999,29.9948,48.53,77.7379166285197,99.3,17.97,0.010000001,3.066845,10.596385,0.0937007716535433,1423.0,293.9,0.0,0.0,1440.0,531.5,590.3,318.3,572.4,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,738496,49.7119999999999,19.3657999999999,48.71,88.0870831807454,100.0,7606.0,0.0,2.342076,8.842624,0.0274409448818898,275.5,276.9,413.8,445.5,580.8,290.5,836.0,313.8,687.2,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
BNKI4,738254,54.1039999999999,28.0562,26.72,55.5579170385997,99.4,16.965398,0.0,1.4249308,7.9500847,0.0742125984251969,700.2,267.4,0.0,0.0,1440.0,1434.0,6.0,0.0,566.2,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,738238,40.9334,33.3247999999999,99.3,99.5624993642171,99.8,5167.0,0.06,4.6371765,11.603007,0.0195275598425197,276.8,278.2,0.0,816.0,623.8,0.0,789.8,650.3,646.6,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,738054,72338.0,47948.0,36.11,66.0695835749308,91.8,22.65,0.0,4.889951,14.877888,0.205157496062992,283.7,277.6,0.0,1082.0,357.8,737.0,671.8,31.25,1026.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
OSTI4,738045,85.2079999999999,67856.0,67.3,82.6354160308838,99.5,14.7,0.0,4.2792664,13.108469,0.144842523622047,279.8,281.2,0.0,1440.0,0.0,0.0,1440.0,0.0,597.1,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,737497,47.2999999999999,27.3847999999999,34.55,58.2049996058146,82.4,17.07,0.0,5.0912757,16.86429,0.116771665354331,275.5,274.2,360.3,1080.0,0.0,655.8,784.3,0.0,1028.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
AHTI4,738193,25.7917999999999,4.15399999999989,64.06,72.0891666412354,82.8,13.53,0.0,4.290451,13.707968,0.0365748031496063,2555.0,278.4,0.0,0.0,1440.0,20.0,1420.0,0.0,1024.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
OSTI4,738677,89222.0,58946.0,38.24,70.6933331489563,100.0,23.55,0.02,2.243651,13.913767,,276.7,281.1,998.0,442.3,0.0,267.0,1034.0,139.3,605.6,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,738483,54248.0,31.9261999999999,99.3,99.7041664123535,100.0,3601.0,0.03,3.017632,11.283125,0.0062204720472441,287.1,299.4,0.0,1102.0,337.8,0.0,1094.0,346.3,643.7,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,738935,56.399999,19.8000001399999,0.17,0.213916668047508,255.0,14.15,0.0,4.7646823,15.535548,0.0091338586614173,1610.0,991.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1019.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
OSTI4,737673,88.8079999999999,55.8499999999999,28.14,54.8333332538605,90.9,20.5,0.0,2.049037,8.491425,0.182204736220473,274.5,277.9,1194.0,246.3,0.0,167.0,1273.0,0.0,601.6,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,738233,55.2739999999999,32.1043999999999,36.06,76.1416665712992,99.6,20.62,0.03,5.849598,15.783849,0.11740157480315,273.4,274.1,876.0,563.8,0.0,428.3,978.0,33.75,639.2,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
GVNI4,737984,86.7000019999999,60.2999995999999,272.0,35.8110834633311,103.0,24.81,0.0,4.1428127,11.019167,0.0511811062992126,158.1,268.4,1440.0,0.0,0.0,1440.0,0.0,0.0,501.6,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
GVNI4,739299,8.50000099999989,-5.19999880000005,-17.0,-0.017000000923872,-17.0,7.9,0.4,4.740076,14.643009,,192.5,256.7,1440.0,0.0,0.0,1440.0,0.0,0.0,612.6,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,737434,31.5211999999999,24.2257999999999,79.9,92.5333337783814,99.4,2987.0,0.74,2.903548,10.390586,0.0135826771653543,2023.0,274.3,0.0,0.0,1440.0,396.0,734.8,309.3,599.6,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,739324,75.9000019999999,50.5999993999999,51.0,0.0509999990463257,51.0,11.06,0.12,9.457783,29.974997,0.0074015751968504,216.7,306.7,1440.0,0.0,0.0,1377.0,4.0,58.75,532.9,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
AHTI4,738785,66.9019999999999,61.0999988,187.0,0.212500002235174,255.0,2929.0,0.11,3.3979118,10.976665,0.161811047244095,878.0,882.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1019.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,738846,57.3999997999999,22.9999999999999,0.0,0.0,0.0,10.07,0.0,4.8720555,15.987411,0.0053543314960629,178.7,260.5,1440.0,0.0,0.0,1440.0,0.0,0.0,604.3,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
GVNI4,738113,52.1999995999999,26.7000000799999,0.0,0.0,0.0,6.7,0.0,9.124478,24.740557,0.0062992125984252,166.4,262.5,1440.0,0.0,0.0,1440.0,0.0,0.0,601.0,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,739035,74624.0,49.1179999999999,47.18,73.7520831425985,100.0,29.46,0.0,1.4025614,9.061844,0.208307062992126,293.9,315.8,0.5,0.25,1439.0,0.0,701.3,738.8,586.5,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,738423,75398.0,50198.0,32.16,65.9841669400533,99.5,19.09,0.0,2.6015613,11.634325,0.156181102362205,298.6,276.8,0.0,0.0,1440.0,347.3,1093.0,0.0,614.6,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,737492,70.9699999999999,46.8859999999999,29.44,39.6626091003418,50.54,17.13,0.0,11.021403,24.337908,0.254173228346457,274.7,273.3,1105.0,335.0,0.0,1440.0,0.0,0.0,1016.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
BNKI4,738403,73.6699999999999,60.08,77.01,94.266666730245,99.6,15.59058,0.0,0.9439887,6.560945,0.10007874015748,2358.0,276.1,0.0,0.0,1440.0,399.0,1041.0,0.0,514.4,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,738145,39.5834,13.0999999999999,47.79,74.2795834541321,99.2,7895.0,0.0,5.6818275,23.286545,0.0247637775590551,274.2,275.6,741.8,698.3,0.0,350.5,1090.0,0.0,702.7,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,739101,91.7000024,66056.0,187.0,0.223833333700895,255.0,25.05,0.0,2.0691695,8.856046,0.22003937007874,1300.0,1617.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1019.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,738721,84.1000009999999,66.1000009999999,0.0,0.048166669284304,68.0,26.29,0.0,3.6775293,12.202508,0.00980315,169.0,262.4,1440.0,0.0,0.0,1155.0,9.5,275.3,496.5,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,738742,84.6499999999999,63.5179999999999,52.86,83.8595822652181,99.7,19.73,0.0,0.7538488,4.632703,0.163897622047244,2409.0,279.5,0.0,0.0,1440.0,596.8,454.8,388.5,513.6,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,738872,38.7999998599999,22.1999995399999,0.0,0.0,0.0,9.12,0.0,5.8272285,18.767927,5.0,181.5,260.0,1440.0,0.0,0.0,1440.0,0.0,0.0,609.2,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
GVNI4,738600,49.9999999999999,40.5000001399999,68.0,0.133250004301469,273.0,5519.0,0.0,7.6123066,19.081099,0.0064960637795275,173.2,268.6,1440.0,0.0,0.0,1354.0,66.0,19.75,573.6,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,738986,70898.0,44.1499999999999,31.59,56.0687500635783,88.0,20.16,0.0,3.1607962,9.719504,0.161692913385827,270.7,276.2,1222.0,217.3,1.0,549.3,850.0,41.25,603.9,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,737452,23.3096,16.5199999999999,91.6,95.1375001271566,97.6,5114.0,0.0,3.887802,9.323566,0.0127952763779528,280.1,279.5,0.0,1210.0,230.3,0.0,910.0,530.0,1023.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,738229,62.9999977999999,25.59999992,0.0,0.0,0.0,19.77,0.0,3.981753,12.611868,0.0002362204724409,166.4,263.2,1440.0,0.0,0.0,1209.0,99.8,131.3,591.6,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,737772,26.9456,16.6999999999999,91.4,97.1749992370606,99.3,3826.0,0.0,4.028729,13.182288,0.0113385834645669,276.2,279.6,0.0,809.0,631.0,0.0,802.0,638.0,742.9,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,738075,73.1839999999999,43.1689999999999,38.7,69.3016665776571,92.3,24.16,0.01,2.3331285,10.258607,0.173976377952756,278.2,274.8,192.5,934.0,314.0,719.8,350.5,369.8,1016.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
BNKI4,737480,36.0499999999999,29.4997999999999,61.52,68.6837490399679,78.25,9.6,0.0,4.478354,13.079389,0.0570472440944882,1681.0,272.9,0.0,0.0,1440.0,995.0,445.0,0.0,594.9,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,739063,86.9179999999999,67.2259999999999,49.23,80.3416666984558,100.0,27.15,0.05,3.6417384,13.036886,0.249724409448819,375.4,295.7,0.0,0.0,1440.0,0.0,0.0,1440.0,580.3,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,739223,33.7298,4.6999993999999,58.87,87.5883334477743,100.0,7989.0,0.0,4.180841,15.038948,0.0236614173228347,275.6,281.8,225.8,1214.0,0.0,0.0,1440.0,0.0,652.6,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,738937,62.2000022,32.50000004,187.0,0.212500002235174,255.0,9.01,0.0,3.3061974,11.853545,0.0074015751968504,1676.0,933.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1015.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
OSTI4,739089,81.9499999999999,62222.0,71.74,95.130833307902,100.0,20.12,0.0,1.6217815,10.770866,0.152559047244095,413.5,288.3,0.5,0.0,1440.0,0.0,0.0,1440.0,583.3,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,737445,22.9424,-9.38200000000008,74.43,82.2962497075399,86.2,9.69,0.0,6.185139,16.98285,0.0194094476377953,280.9,278.9,0.0,858.0,582.0,0.0,891.0,548.8,1032.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
OSTI4,737643,79772.0,62474.0,56.35,74.6674997011821,87.1,15.26,0.0,0.932804,8.491425,0.117716543307087,277.0,277.7,0.0,1440.0,0.0,0.0,1440.0,0.0,598.7,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
BNKI4,739323,68.5000022,32.600000012,136.0,0.136000007390976,136.0,28.596113,0.0,3.127242,11.151146,0.0075196854330708,1958.0,270.1,0.0,0.0,1440.0,1120.0,246.8,73.25,565.8,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
OSTI4,738684,83264.0,57.9019999999999,33.05,52.9783333142599,73.65,28.07,0.0,5.225492,16.486248,0.303188976377953,271.7,275.8,1440.0,0.0,0.0,670.5,769.5,0.0,606.7,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,737540,67424.0,42.4939999999999,31.76,69.1637500921885,98.1,21.05,0.0,3.9705684,17.12825,0.18236220472441,276.1,274.8,425.5,518.5,496.0,569.5,432.0,438.5,1018.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,739191,63.4999999999999,35.5999999999999,-17.0,-0.017000000923872,-17.0,12.91,0.0,5.158384,15.374489,,183.9,256.9,1440.0,0.0,0.0,1440.0,0.0,0.0,595.4,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,738457,63.8599999999999,34.1113999999999,38.38,72.4504172007243,99.6,15.7643,0.0,1.0961006,8.184963,0.0544488149606299,961.0,268.7,0.0,0.0,1440.0,890.0,188.8,361.8,596.4,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,737562,59.0359999999999,52.2499999999999,73.92,84.3887494405111,98.8,7857.0,0.0,10.04386,25.70244,0.0943700708661418,157.4,274.7,1440.0,0.0,0.0,1045.0,394.8,0.0,516.4,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,738432,77.1619999999999,43.7611999999999,35.13,67.8079171180725,99.8,15.4,0.0,1.0021491,11.325627,0.0962598307086614,293.2,274.1,0.0,0.0,1440.0,272.5,1168.0,0.0,624.1,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,738018,83.3539999999999,57722.0,38.57,74.2837502161662,99.6,25.12,0.0,0.6196324,7.073204,0.186102362204725,280.5,277.8,0.0,1400.0,40.25,0.75,1439.0,0.0,596.2,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,739113,84.2179999999999,68.3419999999999,99.7,99.924999554952,100.0,13.48,0.42992127,2.610509,12.730426,0.097244094488189,358.1,290.2,1.25,2.25,1437.0,0.0,0.0,1440.0,582.3,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,739202,53.4919999999999,31.0424,67.11,92.9700009028117,100.0,10.6,0.01,1.6486248,5.816044,0.0378740236220473,273.9,287.9,276.3,974.0,189.8,0.0,3.0,1437.0,611.3,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,737986,80.0599999999999,61.6279999999999,60.13,83.2700007756551,97.3,21.09,0.0,3.3643577,11.077327,0.178622047244095,361.1,329.1,0.0,149.3,1291.0,478.3,275.3,686.5,1019.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,739315,35.49999992,21.2999995399999,-17.0,0.0240833326242864,51.0,17.18,0.0,15.7749,40.399136,0.0065354330708661,193.6,258.4,1440.0,0.0,0.0,1440.0,0.0,0.0,608.1,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,738927,41747.0,22.7516,63.08,87.6862503687541,100.0,10.99,0.0,2.2570724,10.596385,0.0371259826771654,279.7,282.4,558.8,881.0,0.0,262.5,907.0,270.8,633.8,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
GVNI4,738037,77.999999,61.6999999999999,0.0,0.0,0.0,14.78,0.02,2.460634,8.813543,0.0064173224409448,164.2,270.5,1440.0,0.0,0.0,1416.0,4.25,20.25,515.5,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
AHTI4,738007,80906.0,64.6159999999999,65.84,80.0929168065389,94.3,14.41,0.22,5.1158814,14.67209,0.145669303149606,375.4,346.8,0.0,732.3,707.8,592.3,403.3,444.5,1018.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,739109,74.5999988,57.1999999999999,-17.0,-0.017000000923872,-17.0,10.15,0.0,2.494188,11.283125,,178.4,259.5,1440.0,0.0,0.0,1367.0,63.0,10.25,521.5,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
BNKI4,737961,74264.0,60782.0,69.86,92.2512505849202,99.4,5094.0,0.5901575,1.1050483,7.8762655,0.042755905511811,264.1,293.4,674.0,2.25,763.8,393.3,547.0,499.8,578.0,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
AHTI4,738590,33.2437999999999,29039.0,86.8,93.6458330154419,100.0,4393.0,0.34,6.4312024,20.602217,0.0201574803149606,590.7,176.8,0.0,0.0,1440.0,1440.0,0.0,0.0,1016.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,738534,44.8999997,20.20000046,68.0,0.068000003695488,68.0,6152.0,0.0,7.1403127,17.830648,0.0054724409448818,170.5,262.5,1440.0,0.0,0.0,1311.0,129.0,0.0,606.4,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,739198,62.78,36.8725999999999,61.52,90.647500038147,100.0,9.86,0.02,1.1967629,6.5922623,0.0354330724409449,279.1,290.0,115.5,716.8,607.8,0.0,0.0,1440.0,605.3,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,737587,82796.0,52.8259999999999,24.07,51.6020837624868,86.6,29.5,0.0,4.1092587,18.499495,0.309370090551181,276.1,290.4,769.5,670.5,0.0,955.0,46.75,438.5,1022.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
BNKI4,739313,54.8000006,30.09999992,136.0,0.141708339874943,205.0,17.391531,0.0,4.760208,13.168866,0.0055905523622047,1879.0,312.7,0.0,0.0,1440.0,1387.0,28.5,25.0,596.4,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,737602,87.9999979999999,71.699999,68.0,0.068000003695488,68.0,19.98,0.14999999,3.9705684,15.739109,0.0085039362204724,154.0,273.8,1440.0,0.0,0.0,1265.0,110.0,65.0,482.9,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,739141,87.9079999999999,58.64,42.68,77.6766667366028,100.0,17.68,0.0,0.61292154,7.6279655,0.13492125984252,300.1,285.4,0.0,0.0,1440.0,0.0,662.8,777.3,583.6,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,739051,86.6119999999999,61556.0,33.41,64.6524998346965,100.0,28.99,0.0,3.0243428,14.030087,0.286968503937008,424.9,290.9,0.25,39.25,1401.0,0.0,0.0,1440.0,578.0,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,739423,92.84,78.5839999999999,71.41,88.422500928243,100.0,27.73,0.02,11.86473,27.134083,0.261889763779528,296.6,290.4,50.75,378.0,1011.0,0.0,0.0,1440.0,580.4,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,738891,32.6138,28.6897999999999,99.9,99.9958333969116,100.0,2359.0,0.05,1.8700818,7.0732045,0.0078346456692913,275.2,284.4,1011.0,401.8,27.25,0.0,1048.0,392.5,636.9,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
GVNI4,738190,30.50000006,2.59999879999998,0.0,0.0,0.0,11.03,0.0,6.7175307,23.420763,0.0062992137795275,174.7,262.8,1440.0,0.0,0.0,1440.0,0.0,0.0,610.5,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
AHTI4,738775,77.7000019999999,45.5999995399999,187.0,0.221000000834465,255.0,17.62,0.0,1.5837535,10.406245,0.166574818897638,2014.0,2490.0,0.0,0.0,1440.0,0.0,0.0,1440.0,1023.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
OSTI4,738262,41855.0,28.8589999999999,54.1,76.0837504069011,99.8,4213.0,0.11,1.8745557,10.2295265,0.0257874015748032,326.6,341.6,880.0,60.75,499.0,703.5,213.8,522.8,648.9,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
BNKI4,737781,40838.0,19.2109999999999,69.12,85.6579170227051,99.3,5151.0,0.0,4.1182065,15.886748,0.0226771614173228,2593.0,272.1,0.0,0.0,1440.0,1425.0,15.0,0.0,604.6,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
BNKI4,737729,61.7539999999999,31.9009999999999,47.16,62.8629167874654,82.3,11.82,0.0,4.8586335,18.029737,0.0964173464566929,2614.0,268.7,0.0,0.0,1440.0,1440.0,0.0,0.0,595.9,BNKI4,Bankston - Park Farm Winery (Vineyard),425175,-909142,30693216,"Apr 11, 2017",,ISUSM,
GVNI4,738959,58.0999999999999,46.3999999999999,51.0,0.0509999990463257,51.0,3759.0,0.3,7.0687304,18.32054,0.0056299220472441,176.4,260.3,1440.0,0.0,0.0,943.0,16.5,480.8,567.2,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,737906,85046.0,49.1179999999999,39.51,59.6858336130778,83.4,24.95,0.010000001,7.1939993,29.192068,0.301811039370079,273.0,273.6,1370.0,70.25,0.25,866.0,574.5,0.0,612.6,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,737451,30.9164,23.1565999999999,86.3,96.2125005722046,99.6,4592.0,0.0,3.8542478,11.734987,0.0135826748031496,279.5,278.2,0.0,1385.0,55.25,0.0,838.0,602.3,1020.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
AHTI4,737691,79124.0,53.2039999999999,51.45,76.3354163169861,96.7,22.06,0.0,3.125005,14.132987,0.182204736220473,348.9,314.9,458.8,245.3,736.0,531.5,278.8,629.8,1018.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
GVNI4,738371,91.3999999999999,61.8999979999999,68.0,0.109083338330189,136.0,26.59,0.0,4.5007234,11.793148,0.0106299212598425,161.5,263.7,1440.0,0.0,0.0,1440.0,0.0,0.0,495.3,GVNI4,Glenwood - Blackwing Vineyard,410441,-957749,36668936,"May 03, 2017",,ISUSM,
OSTI4,737503,65.4079999999999,40.5356,95.0,98.9958359400431,99.4,6398.0,0.87007874,3.3621209,26.776173,0.0385826732283465,279.4,289.7,0.0,340.8,1099.0,0.0,274.0,1166.0,628.1,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,737747,63.5179999999999,31.8524,32.94,48.9737497965495,66.47,9.63,0.0,5.5587955,24.2708,0.103661417322835,270.6,272.6,1440.0,0.0,0.0,900.0,539.8,0.0,672.3,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
OSTI4,739245,36914.0,31.7749999999999,100.0,100.0,100.0,1666.0,0.0,2.0803542,6.7376633,0.0075196854330708,303.5,286.5,47.5,1136.0,256.5,0.0,1140.0,300.3,616.8,OSTI4,Oskaloosa - Tassel Ridge (Vineyard),413158,-926485,24809186,"Mar 30, 2017",,ISUSM,
AHTI4,737781,47.3179999999999,25.3633999999999,52.47,71.3191661834717,91.2,17.14,0.0,7.404271,18.342907,0.0890551102362205,276.2,274.2,0.0,1440.0,0.0,629.5,811.0,0.0,1015.0,AHTI4,Ames - Horticulture (Vineyard),421081,-93586,306091,"Nov 28, 2016",,ISUSM,
